ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus,C_CostPerUnit,C_EnergyPerUnit,C_AdditiveCostTimeRatio,C_ProductionPressure,C_SupplyRisk,C_MaintenanceIntensity,C_FailureRisk,C_DefectRisk,C_SafetyRisk,DefectProbability,RiskLevel
443,5139.974297406399,90.92814148424264,0,1.2167736680725632,87.73703368065094,21,4.106458924,7.889647814841804,0.044999579,81.38437334818776,1,1141.2664343795343,0.4523583213649131,5.589833273775915,483.00539497812247,1,11.602650784213091,2.5762221995023347,86.40783567626049,36053.27739324718,0.0,0.04740406320541761,1819.161303332,0.056950080007625345,0.012287371136000369,0.9466666666666667,High Risk
591,8700.182967824345,84.99488358,0,2.4592522825760605,70.03216530003586,21,3.1943920280326377,7.419404153703118,0.0550121820367223,94.35712916969864,3,1566.702097545316,0.169895236942173,3.142709581166926,188.8384831717414,1,14.721121772968434,2.6509341752035804,60.087793127108924,55765.0633392919,0.0,0.03553299492385787,1887.8856885672888,0.11217439661797823,0.031794099994337306,0.9333333333333333,High Risk
513,15896.925726695072,86.86550978128896,0,2.308544186,70.11335132660645,16,4.7487989735642735,9.737658412845525,0.0339784610880331,82.95491817548395,9,2295.3870179100786,0.4664768835266228,2.0419393131512296,148.62478747669735,1,30.988159311296435,4.474438631403662,72.78609433662926,42555.87302402327,0.0,0.031189083820662766,2436.133873438472,0.1563584118214077,0.10849266321933172,0.97,High Risk
905,19877.14927024045,97.04096831609384,3,3.0907368739904197,85.15442341378008,12,0.2437242767687764,2.115909444760666,0.074981775,85.70251814,2,2241.9218952390565,0.4656389109178784,2.9013544584547124,476.4544171767726,1,21.96370085109442,2.47726176269509,164.21792786757138,77560.7789167,8.877095051718484,0.013259668508287293,220.57047047574264,0.00884613598562636,0.02333653716840484,0.9733333333333334,High Risk
485,6487.671493808239,91.18436263536915,5,3.125238045474866,90.48684421934712,1,3.962059985920343,8.006070082258855,0.06756605,97.62162011107785,1,4201.546786239356,0.2885163404136762,1.8760401960756905,432.1747665446333,1,13.376642255274719,8.662983064411044,230.36540872027075,47346.48575387275,44.078186823154226,0.002061855670103093,1921.5990931713663,0.13684177753437857,0.01024363249515998,0.95,High Risk
291,11022.414737919324,90.29484388,4,3.8749414297098888,95.0594245234946,19,3.495385916397123,6.046348803623853,0.097139899,90.80995315913542,1,4373.021901250612,0.4192139243191367,3.480652170568911,405.94816771667206,1,37.87771387601142,15.027566670964303,116.62991526393171,26425.696369308407,38.82062447999999,0.06529209621993128,1017.1573016715628,0.14248367027431436,0.011012008763484321,0.9933333333333333,High Risk
376,17001.06453048739,81.99159427080058,4,2.794504766925246,94.08558255417904,5,1.3044615259876802,9.221543823379674,0.0508766799289681,86.42676881192952,7,1773.6743965741998,0.2779791913087953,9.975677596637182,141.89828357559264,0,45.21559715555157,4.717219139825,14.224425579213467,32496.4650732855,72.0336229167977,0.013297872340425532,490.47753377136775,0.038744766771720826,0.08099342479449247,0.043333333333333335,Low Risk
260,8060.534519433482,80.32056312910247,3,0.971701884,98.59531976655413,21,3.6458335140529226,6.609333393014936,0.053781236,90.95333780029772,4,1495.7595356513896,0.3256185063674471,4.6188303871724425,423.0116854704663,1,31.002055843974933,5.752921290966883,91.5841565962819,23647.867828077407,59.0383106126926,0.08076923076923077,947.9167136537599,0.03593135356468838,0.04397859492284523,0.9633333333333334,High Risk
559,13326.274239534294,99.27370377374098,1,4.362311009988978,83.25539581346044,0,3.582742749573101,5.573341795691324,0.024583932,84.36555319263779,5,3536.6499372856733,0.2279356039239053,8.774995522015093,343.60940920391306,1,23.839488800598023,6.326744073856303,39.157787413321266,47160.344234684526,0.7262962262590236,0.0,2002.7531970113635,0.18772402664974266,0.05926589479693387,0.99,High Risk
413,15996.069440445122,87.53972334573683,3,1.8939406243333416,96.3462224536144,7,2.2967260152937192,7.326804875943958,0.038548389,80.50346259411221,7,4218.4942227817255,0.1637877381283298,5.942599229161553,392.7634444,0,38.73140300349908,10.214271725863743,66.09287102395014,33247.93005136834,37.380829962789505,0.01694915254237288,948.547844316306,0.04514824341371809,0.08695278158770726,0.0,
121,14239.781753902686,92.06426124199008,5,4.8708385713796645,92.34053093041643,17,3.4431980942685447,8.668187537,0.002686059,92.07464957927606,6,4854.8923888965255,0.3986146335256127,6.999247714003596,491.22811192735696,1,117.68414672646847,40.123077594186164,70.18298708653256,11141.032599092403,39.67869379004959,0.14049586776859505,416.6269694064939,0.18162405952703725,0.06516451626388232,0.91,High Risk
352,7820.371019231242,81.59430146,0,1.0303704890589658,95.78670497256054,20,2.222904515075326,4.259988401382816,0.068927479,94.2825186556946,6,1027.1851389860572,0.1005571378076542,2.4071317277550057,177.7764708472001,1,22.21696312281603,2.918139599392208,73.85406822459278,33187.4465668045,0.0,0.056818181818181816,782.4623893065148,0.023911619185414814,0.06363852053964623,0.9566666666666667,High Risk
847,10330.768530286092,93.66228571446094,3,4.812130275046265,60.46506405141466,3,1.6777279802893608,2.8602163502740634,0.031162279968354,97.59563530891958,6,2654.7124537072177,0.3318210758595126,3.473252806797779,301.7527843274121,1,12.196893188059141,3.13425319209825,86.87901546838968,82663.50310665488,19.013142856617193,0.0035419126328217238,1421.0355993050887,0.1335224849903019,0.06147815915136156,0.9666666666666667,High Risk
956,16756.87676728096,98.6513341741192,0,0.9095531309713264,98.63611967463244,4,2.3324548016845807,5.464144946554564,0.054036701,95.43766722129448,6,3935.9513363775422,0.4458744105513855,5.5939908072603295,401.3407786,1,17.528113773306444,4.11710390834471,71.74498357757538,91238.40986355752,0.0,0.0041841004184100415,2229.826790410459,0.02150826263968418,0.06286825919673415,0.9833333333333333,High Risk
660,13313.39771198025,91.51330506,5,1.5396626207617676,78.94120651385913,4,4.475647407463956,3.7161589824938286,0.0254992396410949,98.53355401,7,4314.237195497418,0.1885109147105802,8.930290908041567,273.4625403086793,0,20.17181471512159,6.536723023480936,30.621907295587786,65032.1456466,42.43347470000003,0.006060606060606061,2953.927288926211,0.08729264881164142,0.07104178947295033,0.0,
574,5078.444203143691,82.52230644750821,5,0.7096097393894372,91.92731958299372,14,1.9229189643010909,5.436329403161673,0.06210362,99.7190695108574,0,1249.1437947323911,0.2331597827192009,1.3859923229644615,121.8612331672834,1,8.847463768543015,2.176208701624375,87.92345466000685,57238.74589923215,87.38846776245893,0.024390243902439025,1103.7554855088263,0.014843487565116997,0.0,0.92,High Risk
158,16414.861400421407,91.63443054946951,2,3.673009159875477,65.08816477351124,9,2.0184408872833197,9.928385382,0.0447582492954044,94.89870895491596,2,3722.458077856509,0.3349943411457851,5.562279636091488,144.57555955020848,1,103.8915278507684,23.559861252256386,25.992141533502455,14993.996014876722,16.731138901060973,0.056962025316455694,318.9136601907645,0.11390322485595682,0.02107510230671474,0.9733333333333334,High Risk
610,5529.670324103586,95.32694426209304,0,4.326344314573063,75.83764383255897,7,3.042016138110251,6.592976750192175,0.048186065,97.35846601660668,0,2155.7548695958803,0.198748098612456,1.4591099125758693,340.8367890182491,1,9.0650333182026,3.534024376386689,233.59226476403407,59388.66427013008,0.0,0.011475409836065573,1855.6298442472532,0.17353926834818847,0.0,0.9333333333333333,High Risk
781,16186.006740968482,88.12833073148037,4,2.453319868171912,70.85842652083963,6,3.7649973771681062,7.548801783,0.094260714,93.47463006,7,1298.3878373325017,0.4389947429323132,5.111404088043543,214.00165855630263,1,20.72472053901214,1.6624684216805399,41.86748980713332,73003.68607686,47.4866770740785,0.0076824583866837385,2940.462951568291,0.1303548966939748,0.07488662961818413,0.9366666666666666,High Risk
575,8037.208402478562,97.59675495882937,3,4.678349337690934,71.66635082003748,11,3.6731043015557834,7.423427379691348,0.070616032,83.41875582416539,1,2956.410327018669,0.246641266845022,6.659813433993731,155.13625892103735,1,13.977753743440976,5.1415831774237715,23.294385114329824,47965.7845988951,7.209735123511905,0.019130434782608695,2112.0349733945754,0.2397787089732586,0.011987711757627442,0.9633333333333334,High Risk
799,19371.1022,92.97365907,5,3.156345822900198,64.93022479803527,10,0.098993651,8.565606690288508,0.0261899735600073,83.63404853,6,1632.613372816584,0.3326454879279544,7.702508722854766,235.95679900983296,1,24.244182978723405,2.043320867104611,30.633759402271828,66823.60477547,35.13170465000002,0.012515644555694618,79.095927149,0.004812214924549973,0.07174111627332935,0.8866666666666667,High Risk
882,10519.111269531266,97.98497836578406,0,3.3350321095093545,92.23055330172028,12,3.4370766650942657,9.553028792123037,0.050392182,82.20518912630526,5,3948.030072246739,0.1904484590396835,2.2467880473456403,180.3923728179142,1,11.926430010806424,4.476224571708321,80.28900324221954,72504.97680940124,0.0,0.013605442176870748,3031.5016186131425,0.12428377181513563,0.060823410944504774,0.9733333333333334,High Risk
289,9903.974245071186,92.47010622494676,1,4.304386407653464,60.36969258324313,14,2.2527702404946344,7.270544785664428,0.046667282,98.85949439987048,0,3965.047198797814,0.1165545347963942,2.499177551152133,109.57578662990976,1,34.26980707637088,13.719886501030498,43.84473867388685,28570.39388156257,7.529893775053239,0.04844290657439446,651.0505995029494,0.16062353786845152,0.0,0.85,High Risk
786,7233.320755,82.62575944009649,2,1.835600922733275,72.50021828,16,2.620449837772288,5.808757158025665,0.079505261,93.45503396,5,4368.271059950038,0.1694801064054642,5.230584295226115,160.72559542686645,1,9.202698161577608,5.557596768384272,30.728038466669695,73455.65669255999,34.748481119807025,0.020356234096692113,2059.673572489018,0.0663460090784029,0.05350166586146731,0.9366666666666666,High Risk
662,9584.063232353225,86.19383422210379,1,2.094195745974316,66.97642173,21,2.808316684714896,4.5426475713432914,0.083335511,95.79819500931048,8,2510.2747405910086,0.1184795750435213,9.982328121811666,453.231184367069,1,14.477436906877983,3.7919558014969916,45.403354692052865,63418.40509616354,13.806165777896211,0.03172205438066465,1859.105645281261,0.08780948134534852,0.08350888030011935,0.9166666666666666,High Risk
975,18149.761427423007,84.03589896504914,5,4.576783636375899,83.56155762433362,21,3.658598085541327,4.882194400990937,0.028344282,86.62314673648729,2,1053.2391889225746,0.2874415598452877,4.204421520910871,104.81491300108642,1,18.615139925562058,1.0802453219718715,24.929687111481318,84457.56806807511,79.82050517475429,0.021538461538461538,3567.1331334027936,0.20038654527312938,0.023088517045959066,0.94,High Risk
666,19945.01506440871,98.17652995433724,1,4.554335732174437,70.17009610458176,17,4.156664918041565,4.675844864992453,0.082115145,89.20843420153516,6,2038.9437534979188,0.3346549563672197,4.847746846266192,409.5401214376383,1,29.94747006667975,3.0614771073542326,84.48050907465853,59412.817178222416,1.8234700456627593,0.025525525525525526,2768.3388354156823,0.26978511664994764,0.06725821446933039,0.8933333333333333,High Risk
343,10524.642957602726,95.20800134574964,1,4.894172492903919,70.35993818,7,3.2313047231611804,4.595723930191119,0.0179501405291001,80.79559063673386,3,2871.246798101108,0.1178700830741811,4.892020685330964,401.3844423486334,1,30.684090255401532,8.370981918662123,82.04880317702055,27712.887588399713,4.791998654250364,0.02040816326530612,1108.337520044285,0.22476658026372873,0.03713073914501523,0.9466666666666667,High Risk
931,11729.159464318138,93.52796737820012,2,4.558272424,79.53352575981275,5,2.819536104030006,7.557000035056754,0.076277055,97.78014800870196,0,3776.045117664202,0.1361928886151731,1.726307392213859,325.6950753435957,1,12.59845270066395,4.055902382023847,188.66574794997334,91033.31779610152,12.944065243599766,0.0053705692803437165,2624.988112851936,0.16159491923299632,0.0,0.96,High Risk
604,15831.064073041056,86.01932639263244,2,1.073174162150124,86.10756157363703,10,1.8688462740635088,6.701672239614913,0.024878454380136,97.06006858823216,6,2528.162342746966,0.2942100107241404,7.967549307609958,183.37910628334828,0,26.21037098185605,4.1856992429585524,23.01574790484188,58624.28142729222,27.961347214735127,0.016556291390728478,1128.7831495343594,0.023291770173289025,0.0618173888322129,0.0,
230,18292.93670697612,83.68089544100427,2,4.206759287616443,64.85218818260654,8,0.6893910961597377,3.615960359,0.029793116,95.69622669728588,0,3144.193584268552,0.4196719728803905,3.277913719834967,451.22368972009264,1,79.53450742163531,13.67040688812414,137.65575554649143,22010.132140375754,32.638209117991465,0.034782608695652174,158.55995211673968,0.044718651410868955,0.0,0.9733333333333334,High Risk
584,13895.665012801765,95.12902175977824,2,2.3442731514931734,67.02045809861984,4,4.792888408,9.757008153329569,0.085246784,81.16604135362383,3,3097.054349822868,0.3512036715662877,7.333003511946279,290.03022751757726,1,23.79394693972905,5.303175256546007,39.55135532733426,47400.96815051632,9.74195648044352,0.00684931506849315,2799.0468302719996,0.16764790829158235,0.03696127037820675,0.9733333333333334,High Risk
918,10872.88547266744,89.48315891758159,1,4.958606102,69.88698978,6,2.3092114616265382,5.421804122834554,0.042007487,83.48499471154868,8,1659.9293974332663,0.1418840880415477,5.2758089095203164,169.28249161909417,1,11.844101822077821,1.8082019579883075,32.08654720485044,76639.2251452017,10.51684108241841,0.006535947712418301,2119.856121773162,0.16384265627229155,0.09582560348288961,0.8133333333333334,High Risk
746,11189.327612729356,84.51579104301258,4,2.625264339479605,98.94992856471842,21,2.8310612224869662,6.528691208544627,0.099056582,86.68341315508923,4,3492.1980003200506,0.4550169095365979,6.506017679974456,271.6090369956904,1,14.999098676580905,4.681230563431703,41.747356117968124,64665.826213696564,61.936835827949665,0.028150134048257374,2111.971671975277,0.07511156579984256,0.046144929628502494,0.98,High Risk
120,15434.272197452105,92.33243956,4,2.9922623712599927,75.88609999771681,14,3.7553656971820857,7.620807734318101,0.0151943029907441,85.26125350683344,6,2757.006912821591,0.4669800939158987,1.4857447284549663,177.96689109770108,1,128.61893497876753,22.97505760684659,119.78295308021707,10231.350420820014,30.67024176000001,0.11666666666666667,450.6438836618503,0.1480777041689663,0.07037194215681004,0.9733333333333334,High Risk
940,5048.2739540641805,80.80667704276904,2,2.883987118655593,83.95960362524106,20,0.3420524248991458,6.909419013415164,0.046334904,96.76919677062138,6,4231.674806609972,0.2299827311397843,9.009691159749096,250.40313645196983,1,5.370504206451256,4.501781709159545,27.792643722422902,90963.0449643841,38.38664591446192,0.02127659574468085,321.52927940519703,0.011749397861824575,0.062003201434256076,0.94,High Risk
266,14293.84006189761,86.52340508256506,3,1.947816634,69.66171250863911,21,4.275055045018657,4.488414152764807,0.073245033,83.89671516401239,2,3762.4448325156,0.3464071167525449,3.194710925,298.6751084040481,1,53.736240834201546,14.144529445547368,93.49049582758356,22316.526233627297,40.42978475230481,0.07894736842105263,1137.164641974963,0.11953515106193063,0.023838835597915074,0.9833333333333333,High Risk
373,10332.39515662036,89.37113989,0,0.8375994000181317,79.61838100629951,3,3.985128716712037,8.381652587899014,0.000536706,90.64248931,7,1445.8767447902185,0.2969308600738847,7.030858487507532,243.96035588082,0,27.700791304612224,3.8763451602954917,34.69851602251561,33809.64851263,0.0,0.00804289544235925,1486.4530113335898,0.041924256433309375,0.07722647572111345,0.006666666666666667,Low Risk
487,16912.95996915626,82.95916668218811,5,4.530430536808633,62.96476697543832,18,3.8721429095492055,2.881229116637015,0.0151855278193017,91.42762195638625,0,2955.0336401462737,0.4768095074519288,8.182172008595455,362.8177096290804,1,34.72887057321614,6.067830883257235,44.342469120416524,44525.251892760105,85.20416658905944,0.03696098562628337,1885.7335969504632,0.27860778849784074,0.0,0.9833333333333333,High Risk
700,6394.859597346982,99.69308955,3,4.112041156,61.38968583689308,12,0.1099135336720419,6.551966677629372,0.002035675,88.50023694325074,3,3809.9774339767496,0.3034994131794943,5.860348455548774,474.3671216353754,1,9.135513710495688,5.4428249056810705,80.94520747929737,61950.16586027552,0.9207313500000112,0.017142857142857144,76.93947357042933,0.007362294950680631,0.03389821432821359,0.9433333333333334,High Risk
415,13823.034004225858,84.18194729179228,5,1.1278705125185118,78.74934107285841,0,2.6325942570520717,4.186537784112805,0.099287787,84.81375863460919,9,1348.0469032293704,0.4839863254848257,4.036006198707618,239.25973905878536,0,33.308515672833394,3.2483057909141455,59.28131109793624,35197.70983336281,79.09026354103858,0.0,1092.5266166766098,0.0377047654431483,0.10611485854286207,0.03666666666666667,Low Risk
113,12214.593348291855,82.6070626,3,3.995457221075328,75.94637150073649,0,0.2713418536621842,6.926098941384146,0.076062466,99.20588581762264,3,4169.988130226526,0.1797370202120824,9.801130370329693,242.29580553459428,1,108.09374644506067,36.9025498250135,24.72121034815333,11210.265097391359,52.17881219999998,0.0,30.661629463826817,0.014275004153213896,0.030240141250440694,0.97,High Risk
341,14634.882888578411,84.07069747773792,3,3.316309997227745,65.47521279,21,2.754362894236456,3.7439478486749582,0.03735591,88.26798484538045,1,1888.0180585775977,0.2382147030782719,3.5059574194362604,395.32098824090616,1,42.917545127795925,5.536709849201166,112.75692797902597,30099.382832274736,47.78790756678623,0.06158357771260997,939.2377469346314,0.1395080796674339,0.011329135946081762,0.8566666666666667,High Risk
876,5972.803917244525,95.38122266319448,4,2.341147046,87.50405715682935,13,3.5922416312776124,8.177597241674706,0.0156284934696775,94.54619991073328,5,3012.3391818947584,0.4125380960384549,9.537961034109436,312.2363726084339,1,6.818269311922974,3.4387433583273497,32.736176158805996,82822.47112180236,18.475109347222087,0.014840182648401826,3146.8036689991886,0.09610943945731594,0.05288419846298211,0.9766666666666667,High Risk
445,13699.756811421968,88.51011318543685,0,1.6430951709300323,99.71613963597058,8,0.6092512512921144,3.820290650126661,0.009038324,83.68092975312457,0,4762.245149890545,0.4134442942373472,2.4060172031625857,271.53577584829645,0,30.785970362745996,10.701674494136055,112.85695525841489,37238.013740140435,0.0,0.017977528089887642,271.11680682499093,0.010039074843206642,0.0,0.03333333333333333,Low Risk
664,13422.268819392855,91.30831879505077,3,4.368779525760046,75.82587285,23,3.474415527386443,9.12313707973466,0.05319072,96.45622337072456,2,3285.336939289136,0.3928733095826821,4.502999183701092,425.5232754,1,20.214260270169962,4.947796595314964,94.49774651086105,64046.9323181611,26.0750436148477,0.03463855421686747,2307.011910184598,0.200181743374797,0.020734794812700703,0.9766666666666667,High Risk
997,13409.901416242565,80.42018313972721,2,3.6508471668232394,84.98234543669578,11,2.247664229926536,8.892439237361849,0.097589132,84.31783646467333,8,2696.2178068157896,0.4438445858661216,2.246460257,456.4144268765645,1,13.450252172760846,2.70433079921343,203.17048808425216,84064.88295527932,39.15963372054557,0.011033099297893681,2240.9212372367565,0.09655980361132624,0.09487909480874503,0.9466666666666667,High Risk
